AT,V,AP,RH,PE
28.61,70.36,1006.95,73.06,440.16
12.57,41.79,1014.99,87.8,461.88
28.78,60.07,1014.54,49.03,439.74
5.66,39.42,1024.7,78.52,482.11
7.94,40.56,1023.25,80.84,488.01
4.56,40.27,1011.13,80.24,493.87
18.59,65.06,1015.75,80.72,450.4
22.39,48.14,1014.56,64.31,448.58
11.84,40.05,1014.54,86.78,473.82
26.9,60.93,1007.1,67.32,435.87
30.2,71.85,1008.25,59.1,425.21
27.19,62.91,1011.57,53.66,444.8
7.96,38.91,1016.35,89.17,482.17
8.37,40.92,1021.82,86.03,476.02
30.2,69.59,1008.9,67.32,434.66
23.81,60.08,1017.29,62.66,450.33
23.53,72.24,1010.84,94.33,436.69
16.09,65.46,1013.84,85.52,454.88
11.63,41.5,1013.6,87.11,477.3
17.1,62.1,1020.39,93.63,453.4
13.77,42.86,1012.86,88.83,471.94
28.14,51.43,1012.16,52.67,445.33
23.46,73.18,1012.07,88.14,438.62
23.85,72.43,1008.01,88.34,439.02
13.33,40.64,1020.92,91.47,474.07
15.61,40.89,1010.48,80.26,467.3
25.08,58.49,1011.1,64.47,446.9
12.73,37.73,1021.89,61.76,470.89
22.74,61.87,1009.66,55.03,444.59
16.58,43.99,1021.81,79.29,458.67
30.56,69.14,1007.49,71,432.26
21.09,59.8,1016.94,76.95,451.98
23.43,71.97,1009.42,94.27,442.19
21.46,51.61,1010.91,76.41,457.28
8.75,40.22,1008.96,90.53,482.8
19.27,43.14,1013.17,39.85,463.14
25.57,62.96,1019.92,58.34,444.81
14.26,44.47,1028.81,72.19,465.77
14.17,42.86,1030.94,66.47,466.2
17.48,40.89,1011.39,62.45,462.59
21.99,71.85,1009.5,74.77,441.1
32.31,77.95,1010.15,62.17,430.15
14.38,40.71,1023.46,66.12,473.41
28.54,71.94,1007.4,65.99,430.91
25.06,74.33,1014.05,69.02,437.27
8.22,41.82,1032.77,71.63,477.86
15.23,44.9,1007.75,81.34,456.07
14.94,40,1017.69,65.43,456.41
16.97,50.9,1012.31,82.65,463.28
6.42,35.57,1025.58,79.63,485.86
15.6,44.68,1018.35,85.91,463.82
21.52,66.51,1015.32,72.85,444.87
28.14,61.47,1009.69,64.66,435.35
8.36,38.91,1016.27,88.82,482.09
26.38,70.47,1007.36,76.91,434.02
30.2,70.02,1009.85,63.39,437.48
21.98,59.39,1015.25,84.52,446.79
25.54,48.41,1010.51,55.34,437.58
9.68,40.22,1007.6,89.97,479.56
22.38,63.31,1014.76,73.8,441.3
23.62,67.45,1014.63,59.8,439.45
13.25,43.7,1013.61,76.05,472.22
22.49,69.84,1006.78,73.76,437.57
33.13,74.34,999.57,48.34,433.73
14.95,42.99,1008.75,90.76,468.61
11.42,40.35,1011.55,82.71,478.7
28.56,74.22,1007.45,69.6,434.54
27.89,73.17,1009.85,64.22,432.83
14.6,42.32,1015.71,77.03,464.67
15.86,43.5,1021.22,75.38,459.42
13.78,40.73,1017.55,94.28,462.59
30.09,69.48,1009.51,53.24,435.2
24.6,57.85,1012.92,69.56,447.09
10.8,40.22,1011.25,84.57,478.21
9.08,36.71,1025.07,81.32,479.02
23.86,52.84,1006.56,48.94,444.66
16.69,40.56,1019.92,51.43,469.9
24.17,73.18,1011.72,86.1,437.27
19.68,56.65,1020.75,67.25,456.89
22.25,43.79,1015.78,52.68,461.93
24.81,60.95,1014.72,54.71,446.09
18.68,56.65,1020.38,80.26,455.79
23.64,69.94,1005.2,64.53,439.66
26.41,65.59,1010.69,73.78,441.49
28.82,77.24,1008.35,78.93,433.69
21.84,59.07,1008.84,96.5,448.61
30.63,53.3,1004.91,53.3,430.27
20.19,58.86,1014.3,71.64,450.67
25.54,69.13,1001.64,90.98,428.74
26.52,71.64,1008.27,75.3,437.76
10.38,40.92,1021.53,95.18,466.46
8.13,39.96,1026.07,95.84,477.12
20.2,64.45,1009.03,61.77,452.33
24.27,68.28,1005.43,67.63,445.23
13.97,53.82,1016.81,62.32,465.24
14.29,39.59,1010.93,94.53,463.04
33.11,77.54,1010.36,50.99,431.77
30.49,64.44,1013.43,51.73,438.09
22.68,58.82,1010.11,82.8,443.86
9.49,40.69,1015.09,91.31,476.67
21.71,76.86,1006.71,76.86,438.41
28.01,51.43,1011.6,49.2,449.82
16.62,39.99,1007.07,77.14,463.74
22.31,61.45,1009.25,98.56,437.05
19.78,63.09,1019.01,78.39,448.34
26.62,65.12,1016,43.24,441.22
30.24,68.3,1016.21,48.25,431.82
9.47,41.4,1026.49,87.9,479.68
9.39,41.79,1021.6,50.09,473.73
27.41,59.21,1013.3,50.93,438.39
25.36,74.99,1002.21,65.96,440.25
8.6,42.28,1008.58,80.15,484.21
10,39.66,1016.83,78.91,479.97
12.88,44.71,1018.73,51.95,469.12
8.42,43.14,1011.62,80.32,483.49
20.83,70.72,1009.56,89.37,446.48
20.14,46.93,1014.66,64.22,453.99
28.33,68.14,1004.63,71.21,431.27
23.78,58.86,1015.7,62.95,443.79
30.24,66.75,1017.95,55.66,435.02
6.18,41.38,1020.23,81.38,490.81
19.18,65.06,1015.99,77.06,448.26
10.88,44.63,1020.52,86.81,469.57
17.54,42.42,1008.97,67.67,471.28
26.31,68.51,1013.26,68.66,435.91
14.97,42.28,1007.31,79.25,466.62
23.07,69.23,1011.78,76.06,437.08
10.59,25.36,1009.59,100.16,470.96
8.64,39.69,1001.57,98.27,473.55
12.89,36.71,1013.36,87.29,475.13
7.78,39.18,1024.62,85.15,484.65
22.05,63.31,1012.39,76.95,444.37
16.01,43.69,1017.12,62.43,465.89
21.63,71.85,1009.44,76.89,434.1
17.64,57.76,1016.28,85.04,455.75
13.18,37.91,1018.09,88.84,469.63
22.17,70.47,1011.07,82.57,441.14
27.53,72.58,1009.13,89.06,428.83
9.64,39.35,1015.1,91.76,479.81
26.7,70.32,1011.04,86.41,438.46
17.78,50.66,1015.09,91.9,456.11
9.98,41.54,1019.7,80.79,480.26
25.54,60.37,1006.49,71.54,436.14
5.35,35.79,1013.23,93.53,483.2
27,69.34,1008.88,74.4,439.26
26.79,62.44,1011.51,72.46,440.55
18.55,46.48,1007.34,80.67,452.37
28.21,70.02,1010.58,51.34,442.47
15.8,53.82,1015.87,68.48,463.09
9.42,39.64,1010.86,74.03,478.05
9.26,41.66,1016.87,73.32,483.51
5.1,35.57,1027.17,80.49,489.96
26.03,70.32,1008.81,71.35,438.15
25.94,77.24,1007.97,84.82,432.88
8.53,38.18,1017.54,76.49,480.86
25.77,69.04,1009.66,65.49,445.35
5.9,45.87,1013.25,87,481.27
23.66,72.43,1008,89.49,439.02
21.7,64.69,1007.93,78.37,448.76
9.95,43.56,1014.85,82.62,477.88
28.29,69.13,1009.29,58.18,429.28
6.8,37.8,1021.09,70.02,485.96
25.3,59.43,1009.15,58.3,442.5
24.1,71.97,1009.92,91.27,443.09
27.07,74.87,1010.09,58.97,440.47
14.04,39.64,1011.09,87.22,472.31
5.71,40.77,1022.51,89.58,485.75
26.01,74.33,1015.69,81.22,435.82
12.35,40.73,1019.03,95.53,466.71
24.01,46.93,1013.3,52.24,448.35
22.78,62.44,1011.79,75.43,446.12
29.51,75.6,1017.92,50.61,431.18
20.73,41.1,1001.86,47.51,456.44
31.71,73.5,1010.63,40.17,430.45
10.55,41.26,1007.77,99.1,473.6
16.13,39.99,1007.04,80.49,465.25
18.5,51.43,1010.82,92.04,459.42
19.22,65.06,1015.05,82.5,446.98
5.54,41.38,1020.47,82.91,490.07
12.8,44.34,1016.52,86.73,473.42
22.78,71.77,1005.26,89.23,435.46
9.95,41.82,1033.09,69.44,477.52
5.95,39.48,1005.16,63.6,486.07
15.19,41.43,1011.34,89.67,470.41
22.01,49.39,1019.6,75.8,451.84
5.81,35.79,1012.14,92.28,484.41
15.02,37.64,1016.49,83.28,463.93
25.8,71.58,1010.08,85.14,435.2
19.94,58.96,1014.16,66.27,455.55
23.92,63.21,1012.52,86.51,445.26
22.39,59.04,1011.78,86.39,445.52
24.23,58.79,1009.8,75.75,444.01
22.77,69.84,1005.75,84.26,436.75
27.39,67.07,1006.17,58.2,441.45
27.55,68.08,1011.42,60.71,432.59
26.12,63.94,1017.97,44.81,441.46
30.91,70.32,1011.92,65.59,433.71
21.39,63.9,1013.44,70.95,449.38
21.78,51.43,1007.45,88.71,446.56
16.71,40.55,1004.45,81.64,464.13
26.28,75.23,1011.44,68.35,435.28
29.65,74.9,1003.22,71.09,433.32
18.61,44.06,1016.91,75.01,452.68
33.68,68.14,1002.75,56.05,427.53
24.78,68.94,1007.29,70.56,435.93
28.97,67.9,1006.19,65.81,434.7
26.28,73.06,1008.06,90.7,437.01
27.5,65.59,1011.23,65.37,441.27
25.69,59.07,1006.89,82.34,440.6
10.32,39.28,1016.56,94.13,478.88
22.86,47.43,1009.75,61.54,452.53
14.26,42.86,1011.33,88.37,471.19
27.87,70.79,1003.96,72.17,428.41
26.26,74.9,1003.85,81.94,437.44
19.65,45.01,1014.18,56.77,451.63
12.15,45.01,1018.89,90.02,468.07
27.59,59.21,1012.93,51.46,437.49
27.01,69.75,1009.78,81.29,442.57
10.39,40.96,1023.51,84.73,479
24.15,71.73,1009.76,85.16,436.55
24.74,59.39,1015.23,74.64,437.49
21.45,60.84,1017.86,82.8,444.99
23.06,56.85,1012.5,64.03,440.03
31.01,69.04,1009.14,52.81,442.07
31.24,68.3,1015.89,42.84,435.2
15.06,39.3,1019.63,63.32,464.15
25.14,49.02,1007.56,79.02,438.53
25.99,68.08,1013.13,59.14,442.14
1.81,39.42,1026.92,76.97,490.55
31.86,69.59,1008.61,59.74,435.72
13.1,40.55,1007.59,95.46,472.37
26.05,73.88,1005.67,82.08,439.96
29.04,62.26,1010.63,56.6,433.97
7.24,38.06,1020.6,85.36,481.83
17.32,44.34,1019.52,56.24,468.8
32.4,68.14,1004.44,34.53,425.91
19.31,52.72,1024.93,53.93,455.25
26.04,52.84,1005.68,65.18,439.36
20.46,54.2,1011.4,84,448.1
4.16,35.47,1017.72,88.49,486.7
20.98,43.77,1010.67,62.73,449.88
24.1,68.08,1012.73,65.24,440.33
9.44,41.4,1027.64,86.22,473.94
29.98,76.09,1007.62,75.6,432
12.8,42.18,1016.27,83.9,467.69
26.72,56.9,1007.12,58.54,435.16
30.28,58.9,1005.03,54.59,439.06
24.56,58.82,1011.42,72.47,442.76
22.19,60.37,1008.45,92.43,440.75
8.72,36.25,1029.31,85.73,479.94
3.38,41.31,998.79,97.76,489.11
17.68,53.16,1013.09,82.79,456.86
17.7,50.88,1015.44,89.57,456.78
18.77,52.08,1004.02,99.86,449.62
25.38,63.87,1018.7,52.48,442.13
11.52,39.18,1023.43,83.29,474.35
12.28,41.49,1019.73,94.79,467.44
16.29,44.34,1019.49,59.36,468.8
24.49,49.82,1017.09,64.02,451.42
27.4,77.24,1007.65,78.13,435.74
14.04,40.83,1008.98,82.04,469.75
22.59,65.06,1014.36,62.44,444.6
23.43,63.94,1010.64,89.29,440.16
29.24,74.67,1015.81,59.95,432.61
29.35,68.51,1007.63,70.67,430.22
33.87,71.32,1007.91,39.48,435.89
16.71,46.18,1012.06,96.6,458.4
19.45,46.33,1013.39,99.52,452.82
20.82,63.77,1014.28,86.37,448.9
27.31,68.14,1005.73,50.74,437.83
22.93,63.13,1011.6,77.09,448.02
22.98,58.46,1016.06,72.69,445.05
12.38,40.6,1013.86,85.35,472.53
25.5,67.83,1009.29,61.29,437.49
24.24,68.3,1018.03,81.51,437.12
13.89,45.08,1024.64,82.29,467.74
24.97,54.2,1012.68,74.25,439.71
20.08,58.12,1015.53,80.84,455.85
11.29,35.76,1019.32,58.91,473.74
25.72,66.86,1007.47,69.14,439.97
27.78,60.07,1014.66,53.74,439.43
10.22,37.83,1005.94,93.53,471.79
25.46,70.32,1010.65,64.7,433.08
25.14,73.67,1006.94,88.51,430.89
25.03,60.27,1017.9,72.04,438.24
21.96,71.85,1009.38,75.98,441.52
22.74,58.12,1015.16,79.58,447.86
19.67,44.89,1009.43,73.88,455.2
20.32,39.72,1001.38,57.21,456.18
13.08,39.28,1012.41,77.98,474.13
26.42,59.27,1012.9,65.38,443.94
22.61,42.8,1014.24,69.71,460.26
11.46,39.82,1012.09,86.2,477.99
8.07,41.17,1019.4,86.43,484.54
12.32,41.62,1012.16,88.37,455.71
19.8,49.15,1020.88,61.88,461.78
18.88,40.79,1004.98,92.65,459.06
16.64,39.64,1008.7,81.79,463.49
10.72,40.81,1016.51,80.26,474.64
21.5,50.59,1017.08,65.28,453.8
20.59,59.8,1015.27,77.94,453.83
30.93,73.42,1010.98,56.42,432.44
19.9,56.53,1020.52,78.05,456.48
7.47,40.64,1020.47,94.8,478.08
31.33,58.9,1003.77,52.34,439.54
25.45,67.83,1009.47,57.97,429.95
25.88,69.13,1002.44,85.67,426.14
29.59,74.78,1009.45,55.75,436.77
12.04,41.58,1018.02,88.91,464.45
23.88,54.2,1012.81,64.52,444.97
27.23,44.05,1005.69,58.91,440.2
26.52,77.17,1008.71,92.32,432.48
30.64,74.87,1009.44,59.01,437.43
24.16,65.06,1013.88,58.96,442.32
18.86,51.43,1010.27,86,446.91
10.42,41.26,1008.48,96.76,472.54
5.09,42.85,1013.78,91.34,481.24
28.8,71.58,1010.51,59.87,434.82
6.38,40.07,1018.53,60.2,492.96
5.18,41.31,1000.59,92.14,485.2
9.54,41.17,1019.79,65.61,481.18
10.82,44.63,1020.64,90.26,473.23
20.72,63.94,1017.17,59.83,447.69
27.71,74.34,998.14,71.85,434.2
28.39,65.51,1014.52,66.48,438.78
21.97,58.12,1015.29,77.47,449.6
27.01,43.77,1011.18,46.58,440.64
11.34,41.54,1020.25,75.83,477.24
9.32,41.39,1020.03,70.21,481.88
8.43,40.69,1020.36,87.28,484.94
18.42,60.1,1009.77,86.75,451.93
14.66,42.07,1018.14,84.68,462.77
21.75,60.27,1018.55,87.81,444.19
13.28,43.8,1023.17,63.98,466.78
20.17,56.03,1019.47,56.77,458.04
29,69.13,1001.22,52.96,425.5
19.44,48.7,1008.66,94.71,444.9
31.11,74.16,1012.2,58.86,435.69
20.45,58.96,1014.53,65.36,454.26
19.66,45.01,1014.42,60.14,453.45
19.78,50.32,1008.62,96.4,449.23
23.9,61.41,1011.95,67.87,451.99
11.11,37.5,1013.68,73.67,473.32
9.13,39.04,1022.36,74.6,483.24
19.78,44.71,1015.7,29.43,465.49
30.8,70.94,1007.06,63.09,432.44
29.73,73.06,1010.27,84.84,432.73
26.93,72.99,1007.33,78.85,433.18
26.98,43.77,1010.95,40.8,446.05
14.84,38.91,1013.78,69.27,467.83
32.41,67.83,1008.54,55.96,426.85
16.37,53.16,1014.89,74.84,459.52
15.85,46.18,1013.14,97.8,462.88
14.48,39,1016.75,75.97,464.56
9.45,41.4,1027.06,87.35,479
29,70.72,1009.51,67.72,437.55
21.01,44.05,1010.61,64.12,445.07
20.28,57.25,1010.12,88.42,452.03
25.96,71.64,1003.84,86.83,432.93
25.61,58.86,1013.9,54.9,444.77
12.23,41.58,1018.76,87.66,464.45
8.48,38.5,1013.5,66.51,485.29
24.8,72.24,1011.58,83.61,435.25
14.51,49.83,1006.27,91.65,460.45
23.56,51.86,1014.04,73.9,448.04
10.39,40.22,1006.59,87.77,479.14
11.99,38.28,1013.65,91.31,469.23
7.22,41.01,1025.19,97.27,476.15
7.77,40.27,1010.25,83.65,485.54
25.21,75.6,1017.19,69.84,445.84
23.04,48.06,1014.16,54.99,459.36
31.14,67.32,1013.93,38.37,436.64
28.18,71.14,1011.56,48.03,432.72
10.1,40.22,1007.1,90.36,478.43
20.94,44.78,1008.14,35.7,465.57
10.07,34.69,1028.09,70.52,478.65
19.46,56.89,1014.02,84.95,447.86
13.48,41.26,1021.92,78.24,466.88
24.33,60.32,1015.49,59.95,445.36
18.59,43.14,1011.92,52.63,464.48
10.73,44.92,1025.1,85.4,476.81
27.19,71.58,1010.85,76.1,436.77
11.83,44.6,1018.49,89.06,469.96
14.71,44,1024.98,85.08,462.87
9.75,52.72,1026.03,78.53,473.41
31.04,66.54,1003.83,53.05,431.66
32.96,68.31,1010.39,42.33,443.57
28.82,64.79,1016.74,56.34,445.1
24.12,58.66,1011.55,58.96,450.69
28.43,68.08,1011.32,58.19,433.05
6.93,38.68,1017.61,61.28,482.37
11.81,40.75,1016.13,84.14,477.22
25.99,71.32,1007.17,83.23,432.41
27.52,66.25,1008.21,78.8,438.51
23.03,68.08,1012.63,70.37,441.71
18.55,41.85,1015.24,62.47,467.51
9.26,40.78,1023.61,88.48,471.79
24.51,65.12,1016.18,62.39,447.46
13.5,54.3,1016.2,77.46,468.92
14.39,44.21,1019.77,85.7,465.03
14.39,44.84,1023.55,91.14,464.15
20.67,70.02,1010.42,94.09,448.75
15.5,40.12,1012.79,96.75,460.41
24.34,48.78,1018,73.44,448.54
11.21,39.85,1013.01,75.55,480.61
7.03,41.74,1021.92,86.44,486.91
12.12,38.28,1013.7,91.27,469.59
31.53,70.36,1006.29,57.11,438.71
10.31,40.67,1017.61,69.61,485.25
30.39,66.54,1002.7,59.15,428.89
13.45,45.87,1008.42,87.74,464.59
25.02,59.44,1012.49,73.65,444.08
25.04,70.47,1006.82,84.75,433.1
27.78,73.56,1007.05,95.32,436.5
23.21,73.42,1010.34,88.29,439.66
10.24,39.28,1010.13,81.61,477.53
11.38,39.22,1018.62,57.14,473.71
18.15,58.46,1017.42,88.24,449.48
22.51,68.63,1015.1,57.19,450.75
20.04,58.2,1017.56,74.31,448.92
22.31,43.43,1010.64,56.44,449.67
19.02,52.72,1025.44,51.9,461.57
27.33,66.17,1011.06,64.55,443.89
23.25,51.86,1013.54,78.34,450.22
16.65,49.69,1014.01,91,460.03
17.14,41.66,1010.97,57.66,463.38
20.86,63.73,1008.54,96.83,440.42
20.76,70.72,1009.73,89.04,448.85
24.05,70.4,1006.83,92.35,442.07
28.34,73.68,1015.05,76.73,432
14.72,43.34,1013.07,85.61,464.22
13.56,40.03,1017.73,83.76,472.59
25.66,77.54,1008.22,78.42,432.82
24.18,66.48,1003.3,70.99,433.37
30.24,69.88,1007.9,61.46,436.37
23.79,59.44,1012.53,79.48,448.67
29.17,73.17,1009.87,60.97,432.07
15.8,40.66,1016.15,88.24,458.55
11.15,40.64,1020.65,97.95,477.79
13.19,44.88,1017.61,94.95,467.68
15.42,37.85,1009.89,85.8,467.33
26.06,54.5,1015.52,67.12,451.67
12.41,41.16,1017.45,93.64,464.08
25.42,75.6,1017.39,77.63,438.24
5.15,35.19,1018.63,93.94,488.42
28.13,68.12,1012.6,44.71,435.85
26.35,49.5,1012.67,41.34,458.41
18.26,49.64,1024.92,62.82,462.6
8.34,40.96,1023.28,89.45,483.92
24.43,59.87,1019.08,60.57,441.61
27.25,69.98,1008.55,59.55,431.44
10.8,40.69,1014.3,87.44,478.19
29.17,72.99,1006.86,64.92,430.59
20.77,45.87,1008.07,76.22,452.71
20.62,43.43,1009.93,64.02,449.07
10.93,39.22,1019.44,64.94,473.27
9.33,44.03,1011.73,86.04,474.15
26.75,70.32,1007.61,54.09,433.46
14.09,41.2,1016.45,67.27,472.42
12.88,38.53,1010.95,87.16,466.92
16.85,50.9,1013.26,83.94,460.68
26.95,70.79,1004.09,75.35,430.07
10.02,41.44,1017.37,77.65,479.63
9.32,36.3,1027.67,73.25,479.52
28.75,64.84,1009.61,58.24,441.3
27.55,73.68,1013.62,81.13,431.86
13.56,39.52,1016.61,78.35,470.67
22.17,65.61,1014.71,70.91,449.91
8.9,41.4,1030.83,85.63,472.95
26.53,63.87,1017.38,48.53,445.11
27.07,65.59,1012.14,63.93,442.71
11.68,40.23,1018.49,83.43,475.47
22.79,69.13,1010.87,91.47,438.08
17.57,46.21,1014.09,80.81,453.29
12.04,42.34,1019.72,94.67,465.36
27.29,71.32,1006.39,81.59,435.25
13.7,34.03,1018.82,69.07,470.2
22.89,80.25,1006.38,80.25,446.15
30.07,69.82,1010.39,57.53,437.38
32.07,70.94,1006.91,49.9,432.33
25.76,63.94,1018.49,42.14,445.78
15.55,43.02,1011.97,44.66,466.2
27.95,73.5,1010.42,58.01,435.45
13.04,41.04,1026.27,69.75,464.91
10.61,43.79,1016.03,76.33,480.28
15.59,52.05,1013.67,78.55,456.07
20,56.53,1020.43,75.94,454.86
11.17,39.72,1002.4,81.4,474.64
14.04,40.2,1013.29,89.54,465.25
11.61,39.69,1006.85,83.69,470.78
11.84,39.28,1016.97,90.52,477.51
11.94,44.2,1017.97,82.93,474.02
25.11,58.79,1015.99,60.55,442.34
25.37,58.33,1013.49,51.42,444.46
14.44,40.1,1015.51,79.78,468.19
19.15,44.34,1019.54,48.09,468.8
21.42,56.89,1014.39,84.05,444.86
12.65,44,1023.03,88.73,471.46
18.33,52.08,1001.78,100.09,448.23
12.54,44.03,1007.05,84.03,471.86
10.08,41.16,1023.14,96.03,469.17
12.31,41.06,1021.19,74.38,475.76
14.56,25.88,1009.46,78.22,466.29
19.29,67.71,1007.94,63.71,449.28
11.82,41.74,1022.36,74.06,476.21
6.61,38.68,1017.5,63.88,483.88
16.31,52.75,1024.4,55.69,456.58
17.16,53.16,1013.2,82.85,456.93
12.24,40.96,1023.52,81.09,474.76
24.75,63.57,1010.47,84.24,445.3
27.31,64.44,1014.65,57.27,442.77
25.27,67.07,1006.34,66.35,445.81
8.3,36.3,1015.97,60.62,480.58
15.98,41.48,1017,55.73,456.31
26.28,68.14,1005.61,53.17,435.71
7.1,41.74,1022.25,91.07,484.12
25.96,63.77,1013.24,65.43,445.26
11.04,41.74,1022.6,77.51,477.2
17.51,68.28,1004.36,94.87,449.59
19.88,47.03,1012.27,91.99,456.44
27.53,70.32,1007.75,49.31,433.72
26.38,65.12,1016.1,47.57,441.07
12.99,42.34,1018.04,96.25,465.98
23.27,64.69,1006.84,70.53,438.08
17.2,40.55,1000.68,72.67,462.55
28.31,64.79,1016.58,60.88,440.96
14.66,42.77,1019.37,79.79,463.6
5.78,40.62,1016.55,84.98,484.13
17.35,47.83,1006.71,80.57,453.96
16.85,42.24,1017.43,66.01,472.63
31.85,69.04,1008.35,46.09,434.79
15.56,41.1,1003.55,76.92,464.42
13.8,42.99,1007.16,67.28,470.93
22.84,61.87,1010.63,51.67,442.72
13.16,54.3,1017.33,82.43,468.4
13.05,34.03,1018.31,64.99,472.69
26.75,58.33,1013.55,45.47,444.09
26.12,75.6,1017.41,72.31,439.68
7.09,43.65,1019.6,72.1,483.42
18.94,47.83,1005.18,78.59,455.19
17.7,43.69,1016.98,61.98,462.63
19.65,62.1,1019.46,77.82,449.13
25.63,48.92,1009.99,34.64,439.87
18.8,44.71,1016.56,31.29,459.85
15.24,37.87,1020.52,84.49,463.09
21.09,67.07,1004.38,89.01,444.75
22.32,70.47,1010.97,83.16,441.87
15.79,50.88,1014.58,99.9,460.19
27.52,74.67,1015.77,72.01,433.56
15.46,37.64,1014.57,87.53,462.96
7.65,40.67,1020.14,72.37,491.1
16.02,44.9,1009.3,82.62,455.48
20.28,48.78,1017.4,82.51,451.59
17.77,52.9,1020.11,81.51,457.98
14.57,41.79,1007.61,82.85,457.21
24.19,47.45,1008.26,64.25,446.3
25.79,75.6,1017.46,75.63,434.65
23.94,62.08,1022.47,61.97,447.5
14.82,44.58,1020.13,74.88,473.17
14.23,46.18,1017.39,87.29,463.86
14.3,41.93,1020.6,65.38,471.32
24.42,62.66,1007.65,71.57,443.09
4.71,42.07,1005.35,82.26,486.79
22.07,48.41,1008.71,81.29,444.01
29.53,71.14,1011.39,53.41,431.97
19.09,56.51,1015.58,92.56,449.24
13.26,45.51,1015.99,69.82,472.17
10.33,40.6,1015,88.62,478.3
21.01,51.19,1008.44,81.49,446.2
6.64,39.04,1018.84,74.94,481.53
21.75,58.79,1012.42,87.58,447.58
28.32,66.54,1010.28,45.6,436.42
28.68,70.72,1009.43,71.33,435.45
27.37,70.72,1009.77,67.87,441.9
20.4,54.9,1016.68,64.26,452.56
13.14,43.71,1024.47,87.42,467.07
25.72,74.67,1016.64,75.93,434.83
14.03,49.83,1006.64,90.01,463.71
13.41,45,1021.65,45.24,478.96
21.85,59.8,1016.89,75.28,454.26
10.23,43.72,1011.18,97.93,471.61
25.69,64.45,1013.05,42,450.94
19.08,44.63,1020.05,41.07,455.95
25.87,44.57,1007.43,55.92,445.79
16.73,65.94,1013.79,90.19,453.39
31.74,72.58,1007.26,59.58,425.12
24.97,63.86,1018.64,52.01,441.61
11.02,41.44,1015.28,83.53,476.68
21.57,69.23,1011.94,81.73,437.55
11.1,40,1021.29,86.58,477.2
28.32,68.12,1011.62,46.75,433.59
17.21,52.9,1019.91,77.31,460.88
32.18,69.75,1009.94,52.91,438.26
13.61,39.85,1012.78,58.12,475.62
13.58,40.75,1016.05,76.45,472.73
17.51,58.86,1016.78,83.63,453.2
32.28,75.33,1002.14,62.49,433.42
19.71,43.43,1009.58,65.71,456.24
24.24,72.43,1008.02,86.4,436.6
26.12,63.31,1013.97,51.6,439.77
13.48,41.44,1015.64,71.46,471.39
22.36,59.44,1013.1,84.74,446.75
24.27,63.87,1018.88,53.96,420.26
12.5,41.38,1021.87,57.59,474.4
14.45,39.58,1012.41,79,467.62
17.48,44.71,1014.99,36.71,465.61
15.1,41.35,1003.84,97.89,466.14
28.65,68.27,1006.96,52.78,432.73
15.68,39.16,1006.09,75.62,461.98
19.51,48.78,1021.03,86.33,453.27
29,69.68,1012.78,66.09,442.79
24.67,69.14,1006.25,88.51,440.03
23.36,72.24,1010.99,94.41,434.15
12.39,40.75,1016.05,81.91,475.96
8.39,52.72,1026.06,86.76,473.45
7.33,41.16,1023.17,92.43,466.16
16.24,41.93,1021.66,44.91,467.69
27.56,66.93,1016.81,55.59,444.1
8.38,39.22,1015.03,75.14,478.82
17.68,39.08,1002.77,74.24,454.18
13.53,40.71,1023.83,61.59,474.7
10.59,38.38,1021.58,68.23,474.94
19.35,43.43,1009.4,66.11,454.02
21.96,58.79,1012.1,88.74,447.31
19.8,67.71,1005.58,69.65,446.03
12.9,44.63,1020.72,89.51,467.41
10.91,40.1,1014.07,91.45,478.34
6.06,43.65,1014.36,83.94,480.74
21.06,50.59,1016.42,66.12,454.15
23.95,73.67,1007.32,87.67,437.43
18.89,58.66,1010.96,84.07,453.33
13.2,44.9,1022.43,87.68,468.92
11.41,41.54,1019.94,66.49,477.89
10.7,36.18,1018.16,63.15,475.08
9.11,40.02,1031.1,83.02,479.03
18.56,42.28,1007.75,60.89,462.05
15.43,39.64,1008.58,87.99,464.05
26.3,67.07,1006.26,63.79,433.72
25.86,59.07,1008.59,81.28,440.9
27.58,57.19,1007.88,52.95,435.7
18,44.06,1016.8,78.88,454.59
22.7,66.44,1011.19,68.36,444.02
24.49,68.61,1010.56,64.03,447.57
9.14,38.91,1018.62,89.88,476.57
24.31,58.62,1017.29,64.44,449.12
25.24,66.54,1002.07,81.22,433.86
23.89,64.27,1013.37,75.22,450.82
25.64,47.01,1014.81,62.29,454.48
22.77,70.32,1012.04,82.43,440.67
22.06,47.43,1009.85,76.85,453.5
14.86,43.14,1019.21,99.14,461.14
27.37,71.06,1008.4,87.52,432.14
18.9,56.03,1020.77,71.83,457.66
27.01,65.06,1013.16,53.02,439.81
24.41,69.48,1008.34,76.13,435.38
20.03,57.19,1007.31,81.69,446.46
12.61,41.58,1020.17,85.18,463.36
27.37,63.31,1012.89,60.11,439.15
29.3,67.69,1007.17,55.5,430.72
15.57,38.78,1013.51,95.38,463.47
4,39.9,1009.64,97.16,490.79
12.29,40.03,1017.62,89.64,472.65
25.24,68.67,1006.76,76.95,442.29
20.12,56.53,1020.34,75.59,454.54
12.38,48.04,1012.78,100.13,465.99
24.85,68.37,1006.5,68.37,442.66
25.1,61.47,1007.84,75.75,447.27
27.45,59.74,1011.34,58.58,450.46
12.48,40.67,1011.24,61.1,475.96
